model_prefix,coverage_p10_p90,below_p10,above_p90,median_mae_vs_p50,mean_interval_width,median_interval_width,n
LGBM_QR,0.34536082474226804,0.4072164948453608,0.24742268041237114,7505186.26598067,11236670.574091636,10046433.176978126,194
