Player,Team,Position,Nationality,Foot,Height_cm,Age,Contract_years,Cost_eur,MarketValue_eur,Venta,Google_Trend,Media,Mediana,Máximo,Mínimo,Varianza,Twitter,Instagram,Minutos_jugados,Duelos_aéreos_ganados_ptg,Entradas_logradas_ptg,Tiros_interceptados_90,Interceptaciones_90,Faltas_90,Tarjetas_amarillas_90,Tarjetas_rojas_90,Goles_90,Remates_90,Tiros_portería_ptg,Asistencias_90,Centros_90,Regates_90,PassAccuracy_pct,ShortMedPassAccuracy_pct,LongPassAccuracy_pct,KeyPasses_per90,FinalThirdPasses_per90,PenaltyAreaPasses_per90,ThroughPasses_per90,ProgressivePasses_per90,FreeKicks_per90,Corners_per90,Player_key,League,Nacionalidad,Continent,PC1,Mean,Variance,Min,Max,Median,Player_pi,Sold_flag
Sebastian Rode,Eintracht Frankfurt,2,Germany,1,179,28,5,4000000,3000000,1,0.01587301587301587,0.06249672462560349,0.01250901875901876,0.5,0.0,0.1050551379754729,0.0,0.0,958,50.0,37.5,0.09,6.86,1.5,0.38,0.0,0.0,0.38,50.0,0.0,1.03,1.03,87.2,90.31,60.0,0.28,6.48,2.35,0.56,6.76,0.94,1.97,Sebastian Rode,Bundesliga,Germany,Europe,-0.7921707543218084,0.020124999999999997,0.0006461692216981131,0.0,0.126,0.009,Sebastian Rode,1.0
Sebastien De Maio,Udinese,3,France,1,190,32,3,1500000,1000000,1,0.01098901098901099,0.04443537666314099,0.02777777777777778,0.2380952380952381,0.0,0.05167878974786654,0.0,61107.0,1779,62.16,16.67,0.91,6.42,0.81,0.2,0.05,0.05,0.66,15.38,0.0,0.35,0.56,83.15,88.43,52.69,0.05,3.54,0.66,0.25,6.93,0.0,0.0,Sebastien De Maio,Serie A,France,Europe,-0.845704973929472,0.009333333333333334,2.7218113207547167e-05,0.0,0.0224,0.0112,Sebastien De Maio,1.0
Sébastien Haller,West Ham United,1,France,1,190,24,5,50000000,40000000,1,0.003496503496503497,0.03213438498999358,0.02777777777777778,0.09090909090909091,0.0,0.02661241401544143,0.0,,2314,48.9,21.43,0.0,1.67,1.59,0.12,0.0,0.58,1.87,56.25,0.31,0.43,2.72,71.34,73.36,44.12,0.58,3.5,1.75,1.01,2.76,0.0,0.0,Sebastien Haller,Premier,France,Europe,-0.6487305163998676,0.04851851851851853,0.0012166317260656884,0.02,0.2,0.04,Sebastien Haller,1.0
Sergi Palencia,Saint-Étienne,3,Spain,1,168,23,4,2000000,6000000,1,0.008241758241758242,0.01602594731625127,0.003873577402989168,0.3673469387755102,0.0,0.051131617122861,0.0,19175.35714285714,2126,38.46,29.41,0.0,3.85,1.06,0.25,0.0,0.0,0.25,16.67,0.13,3.43,1.99,80.35,86.62,64.29,0.47,4.15,3.09,0.38,8.59,0.0,0.0,Sergi Palencia,Ligue 1,Spain,Europe,-0.8827762697819969,0.0033999999999999994,3.2060920754716986e-05,0.0,0.03564,0.00216,Sergi Palencia,1.0
Sergio León,Levante,1,Spain,1,178,30,3,4000000,3000000,1,0.001907183725365543,0.01273297504350666,0.01064311594202898,0.05555555555555555,0.0,0.01133937394217161,0.0,0.0,688,32.26,0.0,0.0,1.7,1.31,0.13,0.0,0.0,1.7,15.38,0.13,0.65,2.88,80.85,86.05,25.0,0.26,0.26,0.65,0.52,0.39,0.0,0.0,Sergio Leon,LaLiga,Spain,Europe,-0.8446286188303158,0.012000000000000002,0.0002771320754716981,0.0,0.11040000000000001,0.0072,Sergio Leon,1.0
Serhou Guirassy,Amiens SC,1,France,1,187,23,3,6000000,3500000,1,0.0006357279084551812,0.08318309876376347,0.07142857142857142,0.3076923076923077,0.0,0.06131536718751605,89906.0,154792.4166666667,1170,47.27,0.0,0.0,1.77,1.15,0.0,0.08,0.23,2.15,35.71,0.08,0.77,4.08,77.86,80.91,58.33,0.31,2.0,1.38,0.0,2.15,0.23,0.0,Serhou Guirassy,Ligue 1,France,Europe,-0.878121670398169,0.0038518518518518515,7.681788958770093e-06,0.0,0.0128,0.0032,Serhou Guirassy,1.0
Simone Zaza,Torino,1,Italy,0,186,27,1,12000000,10000000,1,0.006993006993006993,0.005437725351241869,0.005002000800320127,0.02142857142857143,0.0003846153846153846,0.003912649007121813,0.0,,1563,33.33,26.32,0.0,1.38,2.59,0.46,0.06,0.23,2.88,54.0,0.12,0.46,1.5,72.02,74.46,75.0,0.23,0.98,0.75,0.12,1.15,0.17,0.0,Simone Zaza,Serie A,Italy,Europe,-0.42412505956731944,0.07185185185185186,0.009622921034241784,0.02,0.72,0.04,Simone Zaza,1.0
Stanley Nsoki,Nice,3,France,0,178,20,4,12500000,8500000,1,0.01098901098901099,0.03281480560448686,0.02152777777777778,0.2117647058823529,0.0,0.03844369680653021,0.0,108801.5,742,68.0,50.0,0.12,4.85,1.09,0.24,0.0,0.0,0.0,0.0,0.0,0.85,2.18,87.33,88.94,70.0,0.0,7.88,1.7,0.36,7.64,0.0,0.0,Stanley Nsoki,Ligue 1,France,Europe,-0.8185768816569767,0.016074074074074074,0.0003574404472396925,0.0,0.0784,0.0112,Stanley Nsoki,1.0
Takashi Inui,Eibar,2,Japan,1,169,31,3,2000000,4000000,1,0.07142857142857142,0.08651864400597647,0.06696428571428571,0.56,0.02040816326530612,0.0791850726702417,776928.0,,1274,36.36,0.0,0.0,1.91,0.85,0.0,0.0,0.14,1.91,33.33,0.0,2.33,4.52,79.67,86.75,52.63,0.21,3.04,2.33,0.57,3.25,0.07,0.35,Takashi Inui,LaLiga,Japan,Asia,1.3707345074364732,0.19027777777777768,0.10182586477987424,0.075,2.1,0.075,Takashi Inui,1.0
Tanguy Ndombélé,Tottenham Hotspur,2,France,1,181,22,6,60000000,65000000,1,0.07142857142857142,0.0728337990521983,0.05555555555555555,0.25,0.005,0.04581854749115941,26993.0,148354.0,2862,53.66,20.0,0.25,3.71,1.35,0.09,0.0,0.03,0.94,23.33,0.09,0.31,4.56,90.33,91.31,65.57,0.35,10.82,2.36,1.45,10.44,0.03,0.0,Tanguy Ndombele,Premier,France,Europe,-0.2799783998422689,0.10972222222222225,0.0020617138364779873,0.075,0.3,0.075,Tanguy Ndombele,1.0
Téji Savanier,Montpellier,2,France,1,172,27,4,9500000,12000000,1,0.01587301587301587,0.04108388688923637,0.01333866880085367,0.2428571428571428,0.0,0.05859816756076165,0.0,0.0,3081,46.15,0.0,0.32,5.93,1.4,0.2,0.03,0.18,1.93,31.82,0.29,1.29,4.97,76.62,83.82,58.92,0.15,12.36,2.4,1.26,11.25,3.13,5.0,Teji Savanier,Ligue 1,France,Europe,-0.8151808041605668,0.019791666666666666,0.0008790371462264151,0.0,0.153,0.009,Teji Savanier,1.0
Theo Hernández,Milan,3,France,0,184,21,5,21500000,15000000,1,0.07692307692307693,0.08243907418519883,0.07142857142857142,0.3333333333333333,0.01,0.06360806863324651,246543.0,,2075,55.32,0.0,0.0,4.6,1.13,0.22,0.04,0.04,1.04,25.0,0.09,2.99,5.25,82.44,88.36,40.38,0.43,4.29,2.26,0.61,6.42,0.0,0.0,Theo Hernandez,Serie A,France,Europe,-0.11402259656290326,0.11277777777777782,0.006733647798742139,0.07,0.56,0.07,Theo Hernandez,1.0
Thiago Mendes,Olympique Lyonnais,2,Brazil,1,177,27,4,22000000,25000000,1,0.0119047619047619,0.02686951330302387,0.01572871572871573,0.2666666666666667,0.0,0.04140975550294203,0.0,151739.0,3264,37.04,33.33,0.22,5.85,1.08,0.28,0.0,0.0,0.85,12.9,0.11,0.39,1.41,86.88,91.04,53.73,0.19,10.84,1.43,1.46,8.47,1.52,2.59,Thiago Mendes,Ligue 1,Brazil,South America,-0.8309211922637473,0.013666666666666664,0.00020476415094339618,0.0,0.09,0.009,Thiago Mendes,1.0
Thorgan Hazard,Borussia Dortmund,1,Belgium,1,175,26,5,25500000,38000000,1,0.01048951048951049,0.01411808799505111,0.01000400160064025,0.1025641025641026,0.002222222222222222,0.01447163924403992,273487.0,,3007,23.76,33.33,0.06,2.96,0.81,0.03,0.0,0.3,2.15,36.11,0.3,2.99,6.88,78.39,83.9,66.29,0.93,3.95,4.04,1.32,6.17,1.08,3.11,Thorgan Hazard,Bundesliga,Belgium,Europe,-0.05013850344861148,0.10592592592592594,0.013232145352900073,0.04,0.6,0.08,Thorgan Hazard,1.0
Valentin Rongier,Olympique Marseille,2,France,1,172,24,5,13000000,15000000,1,0.007936507936507936,0.01850722759506275,0.01244588744588745,0.1142857142857143,0.0,0.02089014867079849,29946.0,,3455,38.37,0.0,0.08,3.46,1.12,0.08,0.0,0.1,1.9,24.66,0.1,0.96,2.11,85.34,87.54,74.34,0.34,8.08,2.08,1.04,7.35,1.35,1.41,Valentin Rongier,Ligue 1,France,Europe,-0.8456252077374058,0.010458333333333333,7.931073113207547e-05,0.0,0.05399999999999999,0.009,Valentin Rongier,1.0
Valentino Lazaro,Internazionale,3,Austria,1,180,23,4,22400000,17000000,1,0.01098901098901099,0.04078703794715109,0.03637566137566137,0.1428571428571428,0.0,0.03090027979156529,1228.0,282171.5,2879,30.67,40.0,0.25,5.47,0.72,0.19,0.0,0.09,0.56,38.89,0.19,2.94,3.31,77.8,86.2,51.01,0.53,5.47,2.63,0.66,9.28,1.19,1.81,Valentino Lazaro,Serie A,Austria,Europe,-0.8375673998798885,0.011303703703703705,3.963281621243884e-05,0.0,0.0448,0.0112,Valentino Lazaro,1.0
Vincent Laurini,Parma,3,France,1,173,29,3,440000,1500000,1,0.005494505494505494,0.05824700379602155,0.0193452380952381,0.2857142857142857,0.0,0.07438494145938089,0.0,0.0,992,46.34,22.22,0.36,4.99,1.45,0.36,0.0,0.0,0.18,50.0,0.0,3.36,2.36,80.09,89.89,50.0,0.18,7.98,3.54,0.54,10.61,0.0,0.0,Vincent Laurini,Serie A,France,Europe,-0.8848597124054134,0.00262,5.0882264150943405e-06,0.0,0.0108,0.00216,Vincent Laurini,1.0
Vincenzo Grifo,Freiburg,1,Germany,1,180,26,3,7000000,9000000,1,0.003496503496503497,0.007808470405287486,0.004396135265700483,0.1282051282051282,0.0004166666666666666,0.01776528814603383,0.0,39362.0,1852,19.05,0.0,0.1,2.28,0.63,0.05,0.0,0.34,2.43,34.0,0.15,2.09,4.42,80.55,86.3,48.68,0.49,5.3,3.21,1.41,6.66,1.36,2.77,Vincenzo Grifo,Bundesliga,Germany,Europe,-0.6958093201596239,0.04,0.0033660377358490584,0.02,0.4,0.02,Vincenzo Grifo,1.0
Walace Souza Silva,Udinese,2,Brazil,1,188,24,5,6000000,8500000,1,0.01587301587301587,0.02155566338721231,0.01428571428571429,0.125,0.001298701298701299,0.02319008868312111,0.0,226161.0,2125,47.17,0.0,0.13,5.8,1.31,0.21,0.0,0.04,0.72,35.29,0.04,0.17,2.2,87.28,88.84,62.0,0.08,5.04,0.85,0.64,6.65,0.0,0.0,Walace Souza Silva,Serie A,Brazil,South America,-0.796545689194942,0.015,0.0001877900943396226,0.00225,0.08099999999999999,0.009,Walace Souza Silva,1.0
Wesley Saïd,Toulouse,1,France,1,173,24,4,8000000,6000000,1,0.0003178639542275906,0.001975626140527226,0.0009798843132176466,0.02777777777777778,0.0,0.00418404061826174,8658.0,14672.0,2359,29.82,44.44,0.04,1.3,1.87,0.15,0.0,0.19,2.33,42.62,0.04,1.53,4.35,77.61,83.16,48.39,0.38,2.02,2.21,0.95,2.98,0.42,0.31,Wesley Said,Ligue 1,France,Europe,-0.8874468541782866,0.002340740740740741,6.637931516422084e-06,0.0,0.0128,0.0016,Wesley Said,1.0
William Saliba,Saint-Étienne,3,France,1,192,18,1,30000000,12000000,1,0.01098901098901099,0.070577924435425,0.04006410256410256,0.6666666666666666,0.0003225806451612903,0.1020597020839848,0.0,16059.0,1374,60.38,50.0,0.46,5.17,0.52,0.07,0.0,0.0,0.2,33.33,0.0,0.07,1.44,88.45,92.35,52.54,0.0,2.82,0.2,0.0,7.21,0.0,0.0,William Saliba,Ligue 1,France,Europe,-0.8063880256795749,0.01742222222222222,0.0003534410062893081,0.0056,0.1344,0.0112,William Saliba,1.0
Wissam Ben Yedder,Monaco,1,France,1,170,28,5,40000000,40000000,1,0.006993006993006993,0.01160599318934947,0.00980392156862745,0.05,0.0004166666666666666,0.009866075172110824,103039.0,178369.9411764706,2977,26.28,0.0,0.0,1.45,0.79,0.12,0.0,0.54,2.18,51.39,0.21,1.45,3.54,75.21,79.0,47.83,0.85,1.84,2.36,0.76,2.27,0.0,0.0,Wissam Ben Yedder,Ligue 1,France,Europe,-0.522059182403394,0.06888888888888889,0.0024251572327044025,0.02,0.24,0.04,Wissam Ben Yedder,1.0
Yannis Salibur,Mallorca,1,France,1,177,28,3,2000000,3500000,1,0.0006357279084551812,0.002307628028284239,0.000698095008439836,0.0428921568627451,0.0,0.006002833877673949,10143.0,17500.0,991,31.03,0.0,0.0,2.45,1.82,0.18,0.09,0.09,3.18,11.43,0.18,3.81,7.72,75.95,84.58,53.85,0.45,2.82,3.36,0.45,4.0,0.82,1.73,Yannis Salibur,LaLiga,France,Europe,-0.8792657519868129,0.0040296296296296295,6.383004891684135e-05,0.0,0.056,0.0016,Yannis Salibur,1.0
Youri Tielemans,Leicester City,2,Belgium,1,176,22,4,45000000,38000000,1,0.07142857142857142,0.06836783738816901,0.05634920634920634,0.3333333333333333,0.01,0.04748711620107602,0.0,,2906,56.06,25.93,0.22,3.62,1.05,0.22,0.0,0.25,2.08,28.36,0.15,1.02,1.89,84.05,87.6,60.66,0.43,8.58,2.32,1.58,8.05,0.99,1.02,Youri Tielemans,Premier,Belgium,Europe,0.00038664560236378875,0.1152777777777778,0.006943789308176101,0.075,0.44999999999999996,0.075,Youri Tielemans,1.0
Youssouf Koné,Olympique Lyonnais,3,Mali,0,174,23,5,9000000,5000000,1,0.004578754578754579,0.057847258408601,0.001807133838383838,0.5833333333333334,0.0,0.1130996279528673,0.0,,1822,36.36,42.86,0.0,5.58,0.89,0.15,0.0,0.0,0.2,0.0,0.05,3.75,2.12,81.63,90.67,36.05,0.35,6.57,3.36,0.35,9.78,0.0,0.0,Youssouf Kone,Ligue 1,Mali,Africa,-0.890394608238914,0.00196,5.9893132075471694e-06,0.0,0.00972,0.00216,Youssouf Kone,1.0
Aaron Cresswell,West Ham United,3,England,0,170,29,4,10000000,10000000,0,0.01098901098901099,0.03340462788074944,0.02777777777777778,0.1428571428571428,0.0,0.02695514606759886,86893.0,0.0,1698,50.0,28.57,0.42,5.83,0.11,0.05,0.0,0.0,0.53,0.0,0.05,3.71,1.48,78.53,87.79,38.67,0.21,6.84,3.29,0.64,9.96,0.27,0.42,Aaron Cresswell,Premier,England,Europe,-0.8440963858851438,0.009437037037037035,1.5175960866526905e-05,0.0,0.0224,0.0112,Aaron Cresswell,
Aaron Lennon,Burnley,2,England,1,165,32,1,5000000,5000000,0,0.0119047619047619,0.02467591981263615,0.01990493166963755,0.08571428571428572,0.0004761904761904762,0.01959578493784122,654697.0,,1301,12.5,0.0,0.07,3.18,0.9,0.07,0.0,0.07,0.28,50.0,0.07,2.01,2.7,78.84,85.49,27.27,0.35,1.59,1.18,0.21,2.35,0.0,0.0,Aaron Lennon,Premier,England,Europe,-0.8062343091527351,0.015999999999999997,0.00010290566037735849,0.0045,0.049499999999999995,0.013499999999999998,Aaron Lennon,
Aaron Leya Iseka,Toulouse,1,Belgium,1,183,21,3,3000000,3000000,0,0.0006357279084551812,0.003113633261516536,0.001274120759414877,0.02777777777777778,0.0,0.005189072663067656,0.0,,1552,34.38,0.0,0.06,1.28,1.33,0.12,0.06,0.23,1.39,45.83,0.0,0.35,2.15,83.04,85.91,60.0,0.23,1.16,0.29,0.29,1.22,0.0,0.0,Aaron Leya Iseka,Ligue 1,Belgium,Europe,-0.8724794650784472,0.0043851851851851855,2.581109713487072e-05,0.0,0.024,0.0032,Aaron Leya Iseka,
Aaron Mooy,Brighton & Hove Albion,2,Australia,1,174,28,1,14000000,14000000,0,0.03174603174603174,0.05192861824455496,0.03550420168067227,0.4333333333333333,0.001904761904761905,0.06248560389185472,23521.0,68986.75,2513,34.15,30.0,0.18,3.69,0.86,0.14,0.0,0.11,1.47,34.15,0.04,1.9,2.97,82.03,86.93,56.72,0.14,8.06,2.4,0.97,7.13,1.61,2.69,Aaron Mooy,Premier,Australia,Australia,-0.585287963264022,0.037666666666666654,0.0022674622641509433,0.009,0.27899999999999997,0.026999999999999996,Aaron Mooy,
Aaron Ramsey,Juventus,2,Wales,1,183,28,4,40000000,40000000,0,0.1428571428571428,0.2001611482746384,0.1339285714285714,0.7777777777777778,0.01,0.1711155912585809,3144147.0,,1443,25.0,25.0,0.06,1.93,1.12,0.0,0.0,0.25,1.93,38.71,0.31,1.68,2.87,84.71,87.28,77.78,0.69,6.36,2.87,1.56,5.74,0.0,0.06,Aaron Ramsey,Serie A,Wales,Europe,0.7026700596603122,0.3194444444444444,0.0798506289308176,0.15,1.5,0.15,Aaron Ramsey,
Abdoulaye Ba,Rayo Vallecano,3,Senegal,1,197,28,2,10000000,10000000,0,0.01098901098901099,0.119042892319393,0.03571428571428571,0.9166666666666666,0.0,0.201199295145178,30037.0,6984.0,2240,59.26,20.0,0.44,7.15,0.88,0.16,0.08,0.04,0.32,50.0,0.0,0.12,0.2,84.99,90.8,48.92,0.0,3.62,0.28,0.08,8.52,0.0,0.0,Abdoulaye Ba,LaLiga,Senegal,Africa,-0.872589548788663,0.00524,1.7932075471698112e-05,0.0,0.01512,0.00432,Abdoulaye Ba,
Abdoulaye Bamba,Angers,3,Côte d'Ivoire,1,182,29,2,3000000,3000000,0,0.001831501831501832,0.01596787073629678,0.0,0.2222222222222222,0.0,0.04588702141688192,,6984.0,2723,44.23,37.5,0.1,4.07,0.73,0.2,0.0,0.0,0.23,0.0,0.13,2.68,1.69,78.22,87.85,40.21,0.26,4.03,2.25,0.46,6.87,0.0,0.0,Abdoulaye Bamba,Ligue 1,Côte d'Ivoire,Africa,-0.8952717136468858,0.0007400000000000002,1.8408905660377359e-06,0.0,0.00432,0.0,Abdoulaye Bamba,
Abdoulaye Doucouré,Watford,2,France,1,183,26,4,25000000,25000000,0,0.02380952380952381,0.05865408999140499,0.04240759240759241,0.2857142857142857,0.001052631578947368,0.05913466844832988,39538.0,,3273,51.65,0.0,0.16,4.1,0.93,0.19,0.0,0.14,1.29,31.91,0.08,0.66,2.47,85.45,87.42,57.29,0.25,6.9,1.98,0.8,7.97,0.0,0.03,Abdoulaye Doucoure,Premier,France,Europe,-0.7352494907674043,0.032499999999999994,0.0005147830188679244,0.0045,0.126,0.026999999999999996,Abdoulaye Doucoure,
Abdoulaye Touré,Nantes,2,France,1,188,25,3,10000000,10000000,0,0.003968253968253968,0.008678894476575572,0.00465991819375278,0.0625,0.0,0.01201965201962791,0.0,,2854,44.04,33.33,0.25,4.29,0.76,0.13,0.03,0.09,1.67,24.53,0.03,0.82,2.78,82.88,86.26,52.0,0.16,6.91,1.29,0.57,5.64,0.0,0.0,Abdoulaye Toure,Ligue 1,France,Europe,-0.8755872910464593,0.004791666666666666,2.0067806603773583e-05,0.0,0.018,0.0045,Abdoulaye Toure,
Achraf Hakimi,Borussia Dortmund,3,Spain,1,181,20,1,30000000,30000000,0,0.07692307692307693,0.1063888950245135,0.09545454545454546,0.3,0.01,0.05844054354315776,290907.0,2109978.0,1843,38.24,0.0,0.15,4.4,0.68,0.2,0.0,0.1,0.93,21.05,0.15,2.69,5.57,86.38,91.37,47.95,0.44,7.33,3.13,0.63,10.79,0.0,0.0,Achraf Hakimi,Bundesliga,Spain,Europe,0.09780626674232884,0.14648148148148152,0.00467229210342418,0.07,0.42000000000000004,0.14,Achraf Hakimi,
Adam Bodzek,Fortuna Düsseldorf,3,Poland,1,184,33,1,400000,400000,0,0.002747252747252747,0.04122785724796744,0.0003225806451612903,0.4666666666666667,0.0,0.0895766022057111,0.0,0.0,1672,58.62,23.53,0.27,4.47,1.78,0.27,0.05,0.0,0.11,0.0,0.0,0.05,0.43,88.36,90.71,67.24,0.11,4.47,0.59,0.32,6.14,0.0,0.0,Adam Bodzek,Bundesliga,Poland,Europe,-0.8906864076566927,0.0015200000000000003,3.323954716981132e-06,0.0,0.00756,0.00108,Adam Bodzek,
Adam James Smith,AFC Bournemouth,3,England,1,180,28,2,7000000,7000000,0,0.007326007326007326,0.08066392437668199,0.007792207792207793,1.555555555555556,0.0,0.227210574486647,40824.0,,2202,43.66,37.5,0.25,4.9,0.74,0.2,0.04,0.04,0.33,12.5,0.04,1.1,2.98,84.3,88.73,47.37,0.12,4.78,1.59,0.25,7.23,0.12,0.25,Adam James Smith,Bundesliga,England,Europe,-0.885967078607311,0.0031199999999999995,3.2204377358490564e-05,0.0,0.03024,0.00216,Adam James Smith,
Adam Marušić,Lazio,2,Serbia,1,185,26,3,7000000,7000000,0,0.0119047619047619,0.02325951632127452,0.0144869750132908,0.1071428571428571,0.0,0.02534275371081814,0.0,0.0,2245,42.19,0.0,0.04,3.41,1.16,0.08,0.04,0.04,0.56,42.86,0.04,2.41,3.61,84.27,89.13,71.11,0.44,2.33,2.29,0.2,5.81,0.0,0.0,Adam Marusic,Serie A,Serbia,Europe,-0.8251784780077228,0.013833333333333331,0.00013055660377358494,0.0,0.063,0.013499999999999998,Adam Marusic,
Adam Masina,Watford,3,Morocco,0,191,25,4,7000000,7000000,0,0.01098901098901099,0.02388046357208581,0.02152777777777778,0.1111111111111111,0.0,0.02065084618231962,0.0,,1067,61.54,22.22,0.25,6.83,1.35,0.42,0.0,0.0,0.25,0.0,0.0,1.43,1.35,82.34,88.27,56.0,0.08,4.39,1.27,0.08,7.76,0.59,1.35,Adam Masina,Premier,Morocco,Africa,-0.8414239075907088,0.008296296296296295,2.5727910552061498e-05,0.0,0.0224,0.0056,Adam Masina,
Ádám Szalai,Mainz 05,1,Hungary,1,193,31,2,3000000,3000000,0,0.002860775588048316,0.01274292549484704,0.007129329004329004,0.09722222222222222,0.0002380952380952381,0.01931636749474919,0.0,,1740,37.76,18.18,0.05,1.14,1.66,0.16,0.0,0.31,2.84,34.55,0.16,0.31,2.12,76.78,77.62,64.29,0.31,2.07,1.14,0.57,2.43,0.0,0.0,Adam Szalai,Bundesliga,Hungary,Europe,-0.8054046343988855,0.017392592592592595,0.00017060673654786858,0.0032,0.0736,0.014400000000000001,Adam Szalai,
Adam Zreľák,Nürnberg,1,Slovakia,0,183,25,2,1000000,1000000,0,0.0003178639542275906,0.0009170137684266509,0.0,0.00784313725490196,0.0,0.001766274398265,0.0,,1005,33.57,0.0,0.18,2.06,1.7,0.36,0.0,0.18,1.43,37.5,0.0,0.09,0.72,70.0,71.01,33.33,0.18,1.7,0.36,0.0,1.16,0.0,0.0,Adam Zrelak,Bundesliga,Slovakia,Europe,-0.893458050281918,0.001362962962962963,5.159357092942e-06,0.0,0.0128,0.0,Adam Zrelak,
Adama Soumaoro,Lille,3,France,1,187,26,2,10000000,10000000,0,0.009157509157509158,0.1586982651028399,0.04761904761904762,1.238095238095238,0.0,0.2518220398973107,5883.0,,1836,65.43,33.33,0.69,5.49,1.23,0.29,0.05,0.0,0.2,0.0,0.05,0.0,0.49,95.51,97.01,63.16,0.0,1.76,0.05,0.05,4.02,0.0,0.0,Adama Soumaoro,Ligue 1,France,Europe,-0.8725819026021117,0.005220000000000001,2.807062641509434e-05,0.0,0.02808,0.00378,Adama Soumaoro,
Adama Traoré Diarra,Wolverhampton Wanderers,1,Spain,1,178,23,4,15000000,15000000,0,0.006993006993006993,0.01491256985510565,0.01310668498168498,0.08823529411764706,0.0008333333333333333,0.01357950147044364,12739.0,1762572.333333333,1019,36.36,25.0,0.0,1.94,1.32,0.09,0.0,0.09,1.59,38.89,0.09,3.89,14.13,71.08,75.0,66.67,1.06,2.74,2.83,0.53,5.12,0.0,0.0,Adama Traore Diarra,Premier,Spain,Europe,-0.4282320960874135,0.08518518518518518,0.0030820405310971336,0.04,0.36,0.08,Adama Traore Diarra,
Aday Benítez,Girona,3,Spain,1,179,31,2,1500000,1500000,0,0.005494505494505494,0.05572421874842325,0.00458829365079365,0.3333333333333333,0.0,0.09311468188954976,4150.0,15577.0,680,30.0,0.0,0.13,3.18,0.79,0.26,0.0,0.0,1.19,33.33,0.26,6.22,6.62,74.31,89.53,48.78,0.79,2.65,4.9,0.26,8.6,0.66,1.19,Aday Benitez,LaLiga,Spain,Europe,-0.8861893424349884,0.0026,8.297660377358491e-06,0.0,0.01728,0.00216,Aday Benitez,
Admir Mehmedi,Wolfsburg,1,North Macedonia,1,183,28,3,10000000,10000000,0,0.001589319771137953,0.005748906243023265,0.004062971342383107,0.02777777777777778,0.0002666666666666667,0.005922907902157137,0.0,,1779,36.49,0.0,0.0,2.28,1.37,0.05,0.0,0.3,1.77,37.14,0.2,2.68,2.83,74.74,80.27,41.67,0.66,3.14,3.74,0.81,5.92,0.46,2.38,Admir Mehmedi,Bundesliga,North Macedonia,Europe,-0.8434324337900753,0.00885925925925926,2.644170510132775e-05,0.0016,0.020800000000000003,0.008,Admir Mehmedi,
Adnan Januzaj,Real Sociedad,1,Belgium,0,186,24,3,15000000,15000000,0,0.01048951048951049,0.01152206363164731,0.008812111801242237,0.08576329331046313,0.001538461538461538,0.01214023707182555,647025.0,1952895.909090909,1317,16.67,25.0,0.0,1.3,1.16,0.07,0.0,0.07,2.32,20.59,0.21,3.62,12.23,75.5,83.1,57.14,0.68,3.28,4.85,1.85,5.54,1.44,4.51,Adnan Januzaj,LaLiga,Belgium,Europe,0.29073283170049447,0.10592592592592592,0.07238686233403212,0.02,2.0,0.04,Adnan Januzaj,
Adrià Pedrosa,Espanyol,3,Spain,0,176,21,4,10000000,10000000,0,0.003663003663003663,0.06495438289419771,0.0,1.0,0.0,0.1850809118833978,1339.0,5442.0,832,15.38,0.0,0.43,4.11,1.51,0.11,0.0,0.11,0.65,33.33,0.0,2.06,4.22,78.0,88.41,35.71,0.43,2.06,1.41,0.43,5.63,0.0,0.22,Adria Pedrosa,LaLiga,Spain,Europe,-0.8922005970565146,0.0017799999999999997,1.6160467924528305e-05,0.0,0.02484,0.0,Adria Pedrosa,
Adrián Embarba,Rayo Vallecano,1,Spain,1,173,27,2,4000000,4000000,0,0.0006357279084551812,0.003279419646010355,0.001204648526077097,0.03571428571428571,0.0,0.00629625554500766,7354.0,,2386,27.78,13.33,0.04,3.66,1.51,0.15,0.04,0.19,1.81,43.75,0.19,4.49,6.41,68.56,78.94,51.28,0.57,2.23,3.24,0.45,3.24,1.66,3.92,Adrian Embarba,LaLiga,Spain,Europe,-0.8769587978511026,0.004237037037037037,3.4019734451432574e-05,0.0,0.028800000000000003,0.0032,Adrian Embarba,
Adrián Mariappa,Watford,3,England,1,179,32,1,3000000,3000000,0,0.01007326007326007,0.1368887682411583,0.03390151515151515,1.75,0.0,0.3077966917597323,0.0,,2067,52.03,15.79,0.44,5.27,0.78,0.13,0.0,0.0,0.3,14.29,0.0,0.09,0.04,86.63,91.64,58.46,0.04,4.48,0.17,0.26,8.36,0.0,0.0,Adrian Mariappa,Premier,England,Europe,-0.8762663596282586,0.0045,2.0764120754716983e-05,0.0,0.02268,0.00432,Adrian Mariappa,
Adrien Hunou,Rennes,1,France,1,179,25,4,6000000,6000000,0,0.0003178639542275906,0.002647605046405178,0.0005354281135531135,0.04081632653061224,0.0,0.006378682514576743,11978.0,18618.0,1320,20.0,0.0,0.0,1.77,0.95,0.07,0.0,0.55,1.7,56.0,0.0,0.48,1.7,78.77,81.07,40.0,0.0,1.02,0.89,0.27,1.98,0.0,0.0,Adrien Hunou,Ligue 1,France,Europe,-0.8865781884236644,0.0027851851851851852,1.9628455625436755e-05,0.0,0.024,0.0016,Adrien Hunou,
