Player,Team,Position,Nationality,Foot,Height_cm,Age,Contract_years,Cost_eur,MarketValue_eur,Venta,Google_Trend,Media,Mediana,Máximo,Mínimo,Varianza,Twitter,Instagram,Minutos_jugados,Duelos_aéreos_ganados_ptg,Entradas_logradas_ptg,Tiros_interceptados_90,Interceptaciones_90,Faltas_90,Tarjetas_amarillas_90,Tarjetas_rojas_90,Goles_90,Remates_90,Tiros_portería_ptg,Asistencias_90,Centros_90,Regates_90,PassAccuracy_pct,ShortMedPassAccuracy_pct,LongPassAccuracy_pct,KeyPasses_per90,FinalThirdPasses_per90,PenaltyAreaPasses_per90,ThroughPasses_per90,ProgressivePasses_per90,FreeKicks_per90,Corners_per90,Player_key,League,Nacionalidad,Continent,PC1,Mean,Variance,Min,Max,Median,Player_pi,Sold_flag
Aarón Martín,Mainz 05,3,Spain,0,180,22,4,6000000,20000000,1,0.01098901098901099,0.1116176246075663,0.03538359788359789,1.111111111111111,0.0,0.1872024937980539,2457.0,14145.0,3035,31.43,20.0,0.33,4.36,0.86,0.09,0.0,0.0,0.5,29.41,0.12,4.42,2.52,80.51,90.5,52.31,0.53,4.33,4.03,0.5,7.68,0.92,2.61,Aaron Martin,Bundesliga,Spain,Europe,-0.867990846364245,0.005600000000000001,3.0417690566037734e-05,0.0,0.03132,0.00432,Aaron Martin,1.0
Aaron Wan-Bissaka,Manchester United,3,England,1,183,21,5,55000000,35000000,1,0.06593406593406594,0.2625739736109111,0.1339285714285714,1.25,0.0,0.3021059134317935,9384.0,64395.0,3356,48.31,21.43,0.4,6.68,0.62,0.11,0.03,0.0,0.19,0.0,0.08,1.77,4.4,75.64,82.79,44.0,0.13,4.37,1.58,0.46,8.61,0.0,0.0,Aaron Wan-Bissaka,Premier,England,Europe,-0.6403519050495003,0.05745185185185185,0.002714930090845563,0.0,0.2016,0.0392,Aaron Wan-Bissaka,1.0
Abdou Diallo,PSG,3,France,0,187,23,5,32000000,35000000,1,0.03296703296703297,0.08437437034998879,0.0732142857142857,0.2222222222222222,0.000967741935483871,0.05888828359362159,0.0,0.0,2513,51.04,0.0,0.36,4.55,0.75,0.04,0.04,0.04,0.29,37.5,0.04,0.9,2.97,90.4,93.58,57.36,0.18,7.2,1.11,0.61,11.1,0.0,0.0,Abdou Diallo,Ligue 1,France,Europe,-0.6701355279522133,0.03028148148148149,0.0006704158770090841,0.0112,0.1792,0.0224,Abdou Diallo,1.0
Ádám Nagy,Bristol City,2,Hungary,1,178,23,3,2000000,2000000,1,0.003968253968253968,0.0130059665279838,0.007067932067932069,0.08333333333333333,0.0,0.01762750472897668,0.0,,1042,35.0,50.0,0.26,5.96,0.78,0.26,0.09,0.0,0.35,50.0,0.0,0.43,1.47,87.18,90.02,51.61,0.17,7.0,1.21,0.26,8.21,0.0,0.0,Adam Nagy,Premier,Hungary,Europe,-0.8566405952615628,0.007166666666666666,3.1917452830188677e-05,0.0,0.0225,0.0045,Adam Nagy,1.0
Ademola Lookman,RB Leipzig,2,England,1,174,21,5,18000000,20000000,1,0.02380952380952381,0.04159600261955135,0.03300653594771242,0.3111111111111111,0.0005263157894736842,0.0464929868870211,57272.0,105654.1666666667,729,33.33,0.0,0.0,3.46,0.99,0.0,0.0,0.0,1.36,27.27,0.25,1.98,6.42,84.71,87.34,25.0,0.86,2.59,1.73,0.62,3.95,0.0,0.86,Ademola Lookman,Bundesliga,England,Europe,-0.7454072917040843,0.026666666666666665,0.0003682075471698112,0.0045,0.09,0.018,Ademola Lookman,1.0
Alberto Cerri,Cagliari,1,Italy,1,194,23,4,9000000,6000000,1,0.002860775588048316,0.00889925772455938,0.003901176948051948,0.1388888888888889,0.0001333333333333333,0.01934910151634624,0.0,54012.94117647059,724,42.11,0.0,0.0,1.37,2.73,0.37,0.0,0.0,2.11,17.65,0.0,0.62,1.99,69.27,71.76,66.67,0.37,1.74,1.49,0.25,1.86,0.0,0.0,Alberto Cerri,Serie A,Italy,Europe,-0.8233342429366498,0.00986666666666667,5.938716981132075e-05,0.0016,0.0368,0.008,Alberto Cerri,1.0
Alessandro Murgia,SPAL,2,Italy,1,185,22,5,4000000,5000000,1,0.003968253968253968,0.007858285714220257,0.006535947712418301,0.05357142857142857,0.0,0.008926905089818176,7650.0,81184.0,1158,30.43,0.0,0.16,3.58,1.24,0.08,0.0,0.0,0.93,25.0,0.23,0.23,1.09,90.73,91.63,74.07,0.0,3.96,0.7,0.39,3.58,1.17,1.48,Alessandro Murgia,Serie A,Italy,Europe,-0.8767806679232168,0.004541666666666667,1.6140919811320753e-05,0.0,0.0225,0.0045,Alessandro Murgia,1.0
Alex Iwobi,Everton,1,Nigeria,1,180,23,5,30400000,25000000,1,0.006993006993006993,0.01245048623404573,0.01070283882783883,0.05128205128205128,0.0008333333333333333,0.009407673951140259,705288.0,1324490.0,2105,17.39,0.0,0.04,2.27,0.34,0.0,0.0,0.13,1.45,41.18,0.26,3.72,5.77,78.33,83.39,52.5,0.9,3.72,5.73,1.37,7.52,0.0,0.04,Alex Iwobi,Premier,Nigeria,Africa,-0.37809287387262724,0.07851851851851853,0.00283549965059399,0.04,0.28,0.08,Alex Iwobi,1.0
Alexander Djiku,Strasbourg,3,France,1,182,24,4,4500000,8000000,1,0.003663003663003663,0.03561092019361427,0.001417786869277226,0.3333333333333333,0.0,0.07210998631840057,4174.0,10732.0,2953,53.71,33.33,0.76,6.52,1.55,0.27,0.03,0.03,0.27,22.22,0.0,0.15,0.82,88.39,92.14,65.09,0.03,3.9,0.49,0.18,7.59,0.0,0.0,Alexander Djiku,Ligue 1,France,Europe,-0.8833312519505766,0.0019199999999999998,7.511909433962265e-06,0.0,0.01404,0.00216,Alexander Djiku,1.0
Alexandre Moreno,Real Betis,3,Spain,0,179,26,5,7000000,12000000,1,0.01098901098901099,0.03598245556105964,0.02638888888888889,0.1428571428571428,0.0,0.03077258382098855,10955.0,38639.0,3316,41.57,13.33,0.11,4.75,1.06,0.14,0.0,0.03,0.62,26.09,0.03,3.58,5.24,74.09,83.49,44.44,0.43,3.42,2.93,0.41,6.65,0.0,0.0,Alexandre Moreno,LaLiga,Spain,Europe,-0.8469512920805766,0.009540740740740739,1.9679440950384336e-05,0.0,0.0224,0.0112,Alexandre Moreno,1.0
Alexis Blin,Amiens SC,2,France,1,184,22,3,1650000,5000000,1,0.003968253968253968,0.003952792388441193,0.002432488146773861,0.02222222222222222,0.0,0.005280526505816735,5340.0,10244.0,2103,42.62,44.12,0.3,5.22,1.24,0.17,0.0,0.04,0.26,16.67,0.0,0.26,0.98,84.85,86.9,64.86,0.04,5.82,0.6,0.47,5.86,0.0,0.0,Alexis Blin,Ligue 1,France,Europe,-0.8848349989329248,0.002583333333333333,8.10141509433962e-06,0.0,0.009,0.00225,Alexis Blin,1.0
Allan Romeo Nyom,Getafe,3,France,1,188,31,2,3000000,3000000,1,0.01098901098901099,0.03576879094234381,0.02904040404040404,0.1428571428571428,0.0,0.03105456187587495,22653.0,17036.42857142857,1801,51.06,0.0,0.05,3.45,1.75,0.4,0.05,0.05,0.25,60.0,0.05,3.5,2.4,76.68,85.2,38.46,0.75,3.45,2.75,0.35,6.85,0.0,0.0,Allan Romeo Nyom,LaLiga,France,Europe,-0.8413483468493498,0.009644444444444445,2.179421383647798e-05,0.0,0.0224,0.0112,Allan Romeo Nyom,1.0
Allan Saint-Maximin,Newcastle United,1,France,1,173,22,6,18000000,25000000,1,0.003496503496503497,0.009569580668463914,0.005381944444444444,0.08974358974358974,0.0003846153846153846,0.01433747178157721,26987.0,,3057,39.39,0.0,0.0,0.62,0.29,0.06,0.0,0.18,2.18,28.38,0.09,3.18,13.75,77.35,84.99,60.38,0.59,2.12,2.06,0.71,3.5,0.12,0.32,Allan Saint-Maximin,Premier,France,Europe,-0.6568425534748886,0.04851851851851852,0.002726065688329839,0.02,0.28,0.04,Allan Saint-Maximin,1.0
Amadou Diawara,Roma,2,Guinea,1,183,21,5,21000000,15000000,1,0.01984126984126984,0.04670250383221351,0.03300653594771242,0.2222222222222222,0.001904761904761905,0.04590446727017717,0.0,,696,40.0,0.0,0.0,4.66,1.81,0.52,0.0,0.0,1.29,10.0,0.0,0.13,1.16,93.94,95.98,62.5,0.0,10.6,1.03,0.78,8.92,0.0,0.0,Amadou Diawara,Serie A,Guinea,Africa,-0.7533868764360822,0.02608333333333333,0.00013478066037735846,0.0045,0.072,0.0225,Amadou Diawara,1.0
André Gomes,Everton,2,Portugal,1,188,25,5,25000000,28000000,1,0.07142857142857142,0.0733568217765577,0.0625,0.1666666666666667,0.01,0.03374826536388025,378840.0,1920326.0,2131,48.0,0.0,0.08,3.29,2.11,0.3,0.0,0.04,0.89,28.57,0.04,0.76,2.62,85.55,88.76,63.64,0.13,7.48,1.6,0.59,7.81,0.04,0.0,Andre Gomes,Premier,Portugal,Europe,-0.09138503674843079,0.13055555555555556,0.01277515723270441,0.075,0.8999999999999999,0.15,Andre Gomes,1.0
Andrea Petagna,SPAL,1,Italy,0,188,23,4,12000000,20000000,1,0.003496503496503497,0.006140442003405716,0.005718954248366013,0.015625,0.0003846153846153846,0.00392781249940679,7607.0,424509.0,3211,34.11,0.0,0.14,1.26,1.15,0.22,0.0,0.45,2.47,47.73,0.0,1.04,4.23,80.28,84.12,54.55,0.31,1.71,1.6,0.5,1.77,0.06,0.08,Andrea Petagna,Serie A,Italy,Europe,-0.677540829503512,0.03740740740740742,0.0006044723969252272,0.02,0.16,0.04,Andrea Petagna,1.0
Andy Delort,Montpellier,1,France,1,181,27,4,4500000,12500000,1,0.003496503496503497,0.005782052691972157,0.004310665180230397,0.0392156862745098,0.0003846153846153846,0.007066244791836611,102274.0,1292685.166666667,3279,39.71,50.0,0.05,1.56,2.63,0.11,0.0,0.38,3.05,30.63,0.16,4.01,4.61,63.95,71.66,50.43,0.69,3.43,4.31,1.37,4.09,0.36,0.3,Andy Delort,Ligue 1,France,Europe,-0.7265882659585305,0.03222222222222223,0.0008062893081761006,0.02,0.16,0.02,Andy Delort,1.0
Antoine Griezmann,Barcelona,1,France,0,176,28,5,120000000,130000000,1,0.09090909090909091,0.1005908183138171,0.07417582417582418,0.7272727272727273,0.03125,0.1074360537523134,6142837.0,24899488.0,3364,36.28,26.09,0.03,1.58,0.45,0.13,0.0,0.4,2.86,42.06,0.19,1.42,2.06,79.97,83.54,62.35,0.62,3.93,3.53,1.98,5.19,1.2,1.63,Antoine Griezmann,LaLiga,France,Europe,20.52756394064779,2.259259259259259,9.365478686233402,1.0,19.0,1.0,Antoine Griezmann,1.0
Antonin Bobichon,Angers,2,France,1,178,23,4,1500000,5000000,1,0.003968253968253968,0.00545008173043008,0.001915898111550285,0.04444444444444445,0.0,0.008629281155219184,919.0,4379.666666666667,2308,34.78,0.0,0.16,2.77,1.33,0.08,0.0,0.27,1.44,32.43,0.08,0.43,2.03,86.93,88.8,71.43,0.16,4.91,0.97,0.35,5.26,1.05,1.05,Antonin Bobichon,Ligue 1,France,Europe,-0.8862484063080294,0.00275,1.1207547169811321e-05,0.0,0.013499999999999998,0.00225,Antonin Bobichon,1.0
Ayoze Pérez Gutiérrez,Leicester City,1,Spain,1,178,25,4,33400000,20000000,1,0.003496503496503497,0.005767799916828849,0.004257246376811594,0.04166666666666666,0.0003846153846153846,0.006913713025805247,138240.0,148263.0,3111,21.57,9.09,0.12,3.53,1.27,0.06,0.0,0.35,1.45,52.0,0.03,0.93,3.96,77.23,81.69,44.68,0.26,2.23,1.82,1.1,2.95,0.0,0.0,Ayoze Perez Gutierrez,Premier,Spain,Europe,-0.7267857179238523,0.031111111111111114,0.0004930817610062894,0.02,0.12,0.02,Ayoze Perez Gutierrez,1.0
Benito Raman,Schalke 04,2,Belgium,1,172,24,5,10000000,12000000,1,0.003968253968253968,0.01138898015435602,0.004108297413793103,0.09090909090909091,0.0,0.02015176659347683,0.0,,1783,22.22,57.14,0.0,3.23,1.26,0.05,0.0,0.5,2.68,49.06,0.25,2.68,5.65,68.9,75.7,55.0,0.71,3.28,2.68,0.5,4.69,0.0,0.05,Benito Raman,Bundesliga,Belgium,Europe,-0.8695112212417317,0.0059166666666666656,7.188679245283016e-05,0.0,0.045,0.0045,Benito Raman,1.0
Benjamin André,Lille,2,France,1,180,28,4,7000000,10000000,1,0.003968253968253968,0.01169013971573249,0.006873582766439909,0.0625,0.0,0.01549554815442553,0.0,25283.0,2647,51.24,27.94,0.2,6.19,1.97,0.27,0.03,0.1,0.85,40.0,0.0,0.58,1.6,83.12,85.74,56.38,0.1,6.7,1.63,0.68,7.11,0.0,0.0,Benjamin Andre,Ligue 1,France,Europe,-0.8691513750293509,0.005749999999999999,3.050235849056603e-05,0.0,0.026999999999999996,0.0045,Benjamin Andre,1.0
Benjamin Pavard,Bayern München,3,France,1,186,23,5,35000000,30000000,1,0.3846153846153846,0.3993706987949627,0.1742424242424243,4.0,0.02702702702702703,0.6508825854811543,164001.0,1585077.0,2717,58.5,26.67,0.4,6.43,0.6,0.1,0.0,0.0,0.26,37.5,0.0,0.7,0.7,87.14,92.16,54.76,0.17,4.9,1.09,0.26,7.92,0.0,0.0,Benjamin Pavard,Bundesliga,France,Europe,7.910541875296248,0.6974074074074075,1.84720069881202,0.14,6.720000000000001,0.28,Benjamin Pavard,1.0
Borja Iglesias,Real Betis,1,Spain,1,187,26,5,28000000,28000000,1,0.003496503496503497,0.005403803592765073,0.004406055900621118,0.0196078431372549,0.0003846153846153846,0.003971595428800546,31563.0,78597.0,3261,39.88,0.0,0.06,1.9,1.52,0.14,0.0,0.47,2.32,46.43,0.06,0.66,2.7,74.1,77.07,47.62,0.28,1.1,1.05,0.58,1.46,0.0,0.0,Borja Iglesias,LaLiga,Spain,Europe,-0.7186413295244014,0.03222222222222223,0.00032327044025157235,0.02,0.08,0.02,Borja Iglesias,1.0
Breel Embolo,Borussia M'gladbach,1,Cameroon,1,185,22,4,11000000,14000000,1,0.003496503496503497,0.006564173384675439,0.005155187074829932,0.01994301994301994,0.0003846153846153846,0.004508876005156467,0.0,187453.0,1404,34.94,12.5,0.0,1.09,1.86,0.26,0.0,0.32,1.54,54.17,0.06,0.51,6.03,72.22,74.44,50.0,0.58,1.22,1.35,0.96,1.79,0.0,0.0,Breel Embolo,Bundesliga,Cameroon,Africa,-0.3710773748449674,0.05185185185185186,0.006709713487071979,0.02,0.56,0.04,Breel Embolo,1.0
Bruno Ecuele Manga,Dijon,3,Gabon,1,186,30,3,2000000,3000000,1,0.004578754578754579,0.04422065727201747,0.01169432419432419,0.2857142857142857,0.0,0.06530818663354689,3035.0,,3649,58.13,50.0,0.44,6.49,0.37,0.0,0.0,0.0,0.22,11.11,0.02,0.49,0.69,72.97,82.27,46.31,0.02,4.39,0.81,0.25,6.34,0.22,0.0,Bruno Ecuele Manga,Ligue 1,Gabon,Africa,-0.8910364355929309,0.0018799999999999997,3.6614037735849057e-06,0.0,0.00648,0.00216,Bruno Ecuele Manga,1.0
Bryan Cristante,Roma,2,Italy,1,186,24,5,22000000,25000000,1,0.03571428571428571,0.06111933695409363,0.03341307814992026,0.7185185185185186,0.004285714285714285,0.1020429804841335,113210.0,157905.5833333333,2591,53.44,100.0,0.24,4.72,2.22,0.35,0.0,0.14,1.35,28.21,0.07,1.22,2.12,84.31,88.49,61.6,0.17,9.52,2.29,1.11,8.09,0.0,0.0,Bryan Cristante,Serie A,Italy,Europe,-0.6095236790055772,0.04425,0.004049044811320753,0.0045,0.43649999999999994,0.0315,Bryan Cristante,1.0
Casimir Ninga,Angers,1,Chad,1,186,26,4,3000000,3000000,1,0.0009535918626827716,0.01273700837850975,0.00935374149659864,0.08333333333333333,0.0004807692307692308,0.01334615796912823,0.0,,2620,31.91,0.0,0.0,2.92,2.23,0.31,0.0,0.17,1.68,34.69,0.1,1.96,7.35,77.08,84.56,52.94,0.34,1.0,1.68,0.31,2.4,0.0,0.03,Casimir Ninga,Ligue 1,Chad,Africa,-0.7663100574835779,0.019318518518518516,5.6981914744933624e-05,0.0048000000000000004,0.049600000000000005,0.0184,Casimir Ninga,1.0
Christopher Nkunku,RB Leipzig,2,France,1,175,21,5,13000000,12000000,1,0.04365079365079366,0.08844962557267116,0.04198717948717949,1.1875,0.001052631578947368,0.1693863981931589,56305.0,425867.0,1235,42.86,0.0,0.15,2.84,1.53,0.0,0.0,0.15,1.6,22.73,0.15,1.53,4.08,90.54,92.64,75.0,0.8,3.28,2.04,0.51,4.66,0.0,0.29,Christopher Nkunku,Bundesliga,France,Europe,-0.6401462063930605,0.048583333333333326,0.0032486957547169814,0.0045,0.2565,0.029249999999999998,Christopher Nkunku,1.0
Cristian Ansaldi,Torino,1,Argentina,1,181,32,2,2500000,5000000,1,0.003496503496503497,0.007068960783940946,0.004635989010989011,0.0642857142857143,0.0003846153846153846,0.009847675432076167,0.0,194635.0,1936,9.09,22.22,0.09,2.84,1.07,0.14,0.0,0.14,1.58,23.53,0.09,6.69,8.27,68.9,84.91,51.3,0.88,4.6,6.09,0.98,9.34,0.7,1.16,Cristian Ansaldi,Serie A,Argentina,South America,-0.5831292480083923,0.04518518518518519,0.003700908455625437,0.02,0.36,0.02,Cristian Ansaldi,1.0
Cristian Portugués Manzanera,Real Sociedad,1,Spain,1,178,27,5,10000000,10000000,1,0.003496503496503497,0.008149483840602394,0.006677350427350427,0.08823529411764706,0.0003846153846153846,0.0119072777456317,5846.0,45767.5,2970,23.15,14.29,0.03,1.64,0.82,0.09,0.0,0.27,1.12,56.76,0.06,3.18,3.58,72.65,81.06,50.0,0.39,1.97,2.67,0.7,3.33,0.0,0.0,Cristian Portugues Manzanera,LaLiga,Spain,Europe,-0.641738500300082,0.04444444444444445,0.0020327044025157236,0.02,0.36,0.04,Cristian Portugues Manzanera,1.0
Cristian Romero,Genoa,3,Argentina,1,185,21,1,26000000,15000000,1,0.02197802197802198,0.09703081917750678,0.05277777777777778,0.5714285714285714,0.0003225806451612903,0.1257147699925047,0.0,,2490,49.64,45.83,0.47,5.75,1.37,0.4,0.07,0.07,0.58,37.5,0.04,0.0,0.98,84.35,90.45,48.7,0.04,3.33,0.4,0.25,5.71,0.0,0.0,Cristian Romero,Serie A,Argentina,South America,-0.7879181331554704,0.02219259259259259,0.0003892935290006988,0.0056,0.0896,0.0112,Cristian Romero,1.0
Danilo Larangeira,Bologna,3,Brazil,1,185,35,1,415000,800000,1,0.008241758241758242,0.1078597251961204,0.01952380952380952,1.142857142857143,0.0,0.215280222803786,0.0,0.0,3267,54.59,20.0,0.66,5.23,0.72,0.11,0.0,0.03,0.25,55.56,0.0,0.25,0.08,83.33,91.57,61.99,0.14,7.25,0.83,0.47,9.72,0.0,0.0,Danilo Larangeira,Serie A,Brazil,South America,-0.8729021872170811,0.004880000000000001,3.009491320754717e-05,0.0,0.02592,0.00378,Danilo Larangeira,1.0
Danilo Luiz,Juventus,3,Brazil,1,184,27,5,37000000,20000000,1,0.07692307692307693,0.07462839612598281,0.07142857142857142,0.1666666666666667,0.01,0.03680160292269269,103454.0,2200002.0,860,56.41,0.0,0.0,4.08,0.73,0.1,0.0,0.1,1.47,21.43,0.0,1.88,2.3,88.22,92.69,50.0,0.42,11.93,3.45,1.05,11.3,0.0,0.0,Danilo Luiz,Serie A,Brazil,South America,-0.11932989370570835,0.10888888888888891,0.003636477987421384,0.07,0.42000000000000004,0.07,Danilo Luiz,1.0
Danny Ings,Southampton,1,England,1,178,26,3,29200000,15000000,1,0.006993006993006993,0.01056680946248088,0.006677350427350427,0.1176470588235294,0.0004432624113475177,0.01664020975692454,302725.0,,1731,22.54,20.0,0.1,2.44,0.78,0.05,0.0,0.36,2.86,43.64,0.0,1.35,2.91,73.7,79.14,55.88,0.52,2.81,2.39,1.56,3.12,0.0,0.0,Danny Ings,Premier,England,Europe,-0.542383561714746,0.06037037037037037,0.004837596086652693,0.02,0.48,0.04,Danny Ings,1.0
Darko Brašanac,Osasuna,2,Serbia,1,178,27,3,1000000,2000000,1,0.003968253968253968,0.006779123732015751,0.005445075757575758,0.03571428571428571,0.0,0.007809122179410895,0.0,0.0,1679,44.0,60.0,0.16,3.65,1.82,0.27,0.0,0.0,0.38,14.29,0.0,0.96,1.82,84.38,87.91,63.41,0.05,5.09,1.29,0.21,4.56,0.0,0.16,Darko Brasanac,LaLiga,Serbia,Europe,-0.8762545697979179,0.004208333333333334,1.452771226415094e-05,0.0,0.013499999999999998,0.0045,Darko Brasanac,1.0
David Luiz,Arsenal,3,Brazil,1,189,32,2,8700000,20000000,1,0.1538461538461539,0.1695130458222003,0.1428571428571428,0.4285714285714285,0.02,0.09655705327476953,8799354.0,,3461,48.17,37.5,0.26,4.08,0.86,0.08,0.0,0.08,0.81,25.81,0.05,0.18,0.65,90.03,94.32,63.31,0.21,11.78,1.69,1.72,13.99,0.23,0.0,David Luiz,Premier,Brazil,South America,1.3542614766148386,0.26444444444444454,0.04413081761006291,0.14,1.12,0.14,David Luiz,1.0
Denis Bouanga,Saint-Étienne,1,France,1,180,24,4,4500000,6000000,1,0.0009535918626827716,0.005379950885864807,0.001869281045751634,0.04901960784313725,0.0,0.009699955918910052,10697.0,49084.85714285714,2826,20.37,14.29,0.06,2.83,1.24,0.16,0.0,0.25,2.74,39.53,0.1,1.66,6.15,71.48,76.48,39.58,0.38,2.1,2.07,0.35,3.09,0.0,0.03,Denis Bouanga,Ligue 1,France,Europe,-0.8628704083099623,0.006607407407407408,9.573881201956671e-05,0.0,0.0688,0.004,Denis Bouanga,1.0
Denís Dmítrievich Chéryshev,Valencia,1,Russia,0,179,28,3,6000000,6000000,1,0.01748251748251748,0.01598743505374561,0.01000400160064025,0.0677361853832442,0.0007692307692307692,0.01474714050169255,679566.0,,1810,37.97,12.5,0.05,4.18,1.99,0.1,0.0,0.1,1.44,27.59,0.1,5.77,3.73,67.76,77.8,45.83,1.39,3.18,5.12,0.75,6.71,0.0,0.0,Denis Dmitrievich Cheryshev,LaLiga,Russia,Europe,1.9797923728270124,0.19888888888888884,0.1867685534591194,0.02,2.16,0.04,Denis Dmitrievich Cheryshev,1.0
Dennis Praet,Leicester City,2,Belgium,1,181,25,5,19200000,24000000,1,0.01984126984126984,0.04051464746624095,0.02652417027417027,0.25,0.0005555555555555556,0.04926993310790975,70330.0,87935.0,3072,38.46,28.21,0.12,3.75,0.73,0.18,0.0,0.06,1.03,34.29,0.09,2.61,3.4,86.29,90.69,55.13,0.41,6.39,2.72,0.67,7.12,0.38,1.08,Dennis Praet,Premier,Belgium,Europe,-0.7591715040825922,0.024416666666666666,0.0006561014150943395,0.0045,0.16649999999999998,0.018,Dennis Praet,1.0
Diego Carlos Santos Silva​,Sevilla,3,Brazil,1,185,26,5,15000000,13000000,1,0.01098901098901099,0.03587508381315624,0.0303030303030303,0.1428571428571428,0.0002922267679719462,0.03057892798597116,0.0,,3371,50.49,58.82,0.61,5.93,1.17,0.21,0.0,0.03,0.69,15.38,0.0,0.21,0.37,85.49,91.91,56.75,0.08,6.22,0.75,0.37,10.07,0.11,0.0,Diego Carlos Santos Silva​,LaLiga,Brazil,South America,-0.8437308227314404,0.009540740740740739,2.204623340321453e-05,0.0056,0.0336,0.0112,Diego Carlos Santos Silva​,1.0
Dodi Lukebakio,Hertha BSC,1,Belgium,0,187,21,5,20000000,18000000,1,0.002860775588048316,0.01019717574109447,0.002532051282051282,0.08163265306122448,0.0,0.01796828374765189,0.0,20896.0,2064,37.25,0.0,0.0,1.48,1.26,0.26,0.0,0.44,2.53,55.17,0.13,2.27,6.58,77.61,84.75,50.0,0.39,2.09,2.53,1.05,3.62,0.09,0.22,Dodi Lukebakio,Bundesliga,Belgium,Europe,-0.8379612193671204,0.014400000000000001,0.0006655033962264152,0.0,0.1312,0.0064,Dodi Lukebakio,1.0
Dominik Kohr,Eintracht Frankfurt,2,Germany,1,185,25,5,8500000,4000000,1,0.003968253968253968,0.006886150431799994,0.00491759702286018,0.04166666666666666,0.0,0.007743320173293483,0.0,36718.0,1036,34.38,50.0,0.69,6.52,1.91,0.35,0.0,0.0,1.13,30.77,0.09,0.43,0.96,82.86,87.41,48.0,0.17,5.73,1.65,0.52,6.95,0.0,0.0,Dominik Kohr,Bundesliga,Germany,Europe,-0.8706393875283307,0.004583333333333334,1.1073113207547165e-05,0.0,0.013499999999999998,0.0045,Dominik Kohr,1.0
Eden Hazard,Real Madrid,1,Belgium,1,175,28,5,115000000,150000000,1,0.09090909090909091,0.1060529324648217,0.07692307692307693,0.5,0.0196078431372549,0.08044842576236416,6072456.0,27827720.0,3120,39.62,0.0,0.0,1.01,0.35,0.06,0.0,0.46,2.63,47.25,0.32,2.19,11.74,85.38,87.43,84.21,0.95,5.51,4.7,0.81,6.81,0.92,2.63,Eden Hazard,LaLiga,Belgium,Europe,17.25040738061754,2.1296296296296298,4.3413696715583505,1.0,13.0,1.0,Eden Hazard,1.0
Edimilson Fernandes,Mainz 05,2,Switzerland,1,187,23,4,7500000,8000000,1,0.007936507936507936,0.01840805931369481,0.01105006105006105,0.1038961038961039,0.0,0.02281344911215565,0.0,,2101,27.87,18.75,0.13,4.41,1.58,0.39,0.04,0.09,0.86,25.0,0.0,1.03,1.88,88.26,91.85,58.0,0.09,5.23,1.2,0.3,5.87,0.0,0.0,Edimilson Fernandes,Bundesliga,Switzerland,Europe,-0.8449185752445016,0.010874999999999998,0.00013501591981132075,0.0,0.058499999999999996,0.009,Edimilson Fernandes,1.0
Eduard Löwen,Augsburg,2,Germany,1,188,22,2,7000000,7000000,1,0.003968253968253968,0.01006931592421834,0.003617216117216117,0.125,0.0,0.01914409756959441,0.0,0.0,1702,32.76,40.0,0.16,3.17,0.9,0.16,0.0,0.16,1.8,35.29,0.11,0.79,4.44,76.23,79.05,63.64,0.32,7.24,2.33,1.27,7.83,0.42,0.0,Eduard Lowen,Bundesliga,Germany,Europe,-0.8694139891023909,0.005041666666666666,2.444044811320754e-05,0.0,0.026999999999999996,0.0045,Eduard Lowen,1.0
Emil Krafth,Newcastle United,3,Sweden,1,181,24,4,5400000,2500000,1,0.01098901098901099,0.01513010811865731,0.01136363636363636,0.08333333333333333,0.0,0.01696351920305315,0.0,,3168,47.78,44.44,0.23,5.09,1.11,0.06,0.0,0.03,0.31,45.45,0.03,2.41,0.8,75.14,84.35,48.78,0.31,4.46,2.02,0.28,6.93,0.09,0.03,Emil Krafth,Premier,Sweden,Europe,-0.7799206927282463,0.008503703703703704,0.0005192041369671557,0.0,0.168,0.0056,Emil Krafth,1.0
Enric Gallego,Getafe,1,Spain,0,190,33,3,6000000,3000000,1,0.001589319771137953,0.007239195321251347,0.00148533950617284,0.08333333333333333,0.0,0.01497842268871018,6130.0,14567.41666666667,1639,43.44,42.86,0.05,2.8,2.42,0.22,0.0,0.27,1.54,42.86,0.05,0.77,2.97,67.96,71.13,41.67,0.27,2.31,1.32,0.77,2.75,0.0,0.0,Enric Gallego,LaLiga,Spain,Europe,-0.8612074995020139,0.009185185185185187,0.0002775605310971349,0.0,0.1072,0.0048000000000000004,Enric Gallego,1.0
Erick Pulgar,Fiorentina,2,Chile,1,187,25,4,12300000,10000000,1,0.01984126984126984,0.04930459350904016,0.03287981859410431,0.2,0.002105263157894737,0.04691223964792176,16188.0,,2487,62.82,28.57,0.11,6.15,1.19,0.22,0.04,0.22,1.41,28.21,0.07,1.38,1.16,86.41,91.31,61.7,0.22,8.83,2.24,1.01,9.05,2.06,3.94,Erick Pulgar,Serie A,Chile,South America,-0.7403525094282934,0.02766666666666667,0.00019593396226415087,0.009,0.08099999999999999,0.026999999999999996,Erick Pulgar,1.0
