0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0.075,0.15,0.3,1.2,0.75,1.05,1.05,1.3499999999999999,0.3,0.15,0.15,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,1.2,0.75,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.075,0.075,0.15,0.44999999999999996,0.15,0.15,0.15,0.15,0.075,0.075,0.15
0.15,0.15,0.15,0.15,0.15,0.15,0.6,1.95,0.6,0.44999999999999996,1.2,0.44999999999999996,0.75,0.3,0.15,0.3,0.3,0.3,0.15,0.6,0.44999999999999996,0.3,0.75,0.8999999999999999,0.3,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.15,0.3,0.3,0.15,0.15,0.15
0.15,0.3,0.15,0.3,0.75,0.44999999999999996,0.8999999999999999,0.75,0.6,0.3,0.44999999999999996,2.6999999999999997,0.44999999999999996,0.3,0.3,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.075,0.15,0.15,0.075,0.075,0.3
0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.44999999999999996,0.3,0.15,0.15,0.15,0.3,0.15,0.15,0.3,0.3,0.6,0.3,0.15,0.3,0.15,0.3,0.15,0.15,0.3,0.15,0.15,0.75,1.5,1.05,0.75,0.44999999999999996,0.15,0.15,1.05,0.15,0.3,0.44999999999999996,0.15,0.15,0.15,0.44999999999999996,0.6,0.3,0.15,0.3,0.8999999999999999,0.3,0.3,0.15
0.6,0.75,0.44999999999999996,0.75,1.5,0.75,0.44999999999999996,0.44999999999999996,0.3,0.44999999999999996,0.8999999999999999,1.5,2.6999999999999997,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.44999999999999996,0.15
0.15,4.5,0.44999999999999996,0.15,0.15,0.15,0.44999999999999996,0.3,0.3,0.3,0.15,0.3,0.3,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.44999999999999996,0.3,0.15,0.15,0.3,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.44999999999999996,0.44999999999999996,0.3,0.15,0.15
0.3,0.75,0.3,0.15,0.3,0.8999999999999999,0.44999999999999996,0.3,0.44999999999999996,0.44999999999999996,0.3,0.3,0.75,0.44999999999999996,0.15,0.15,0.3,0.15,0.3,0.6,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.3,0.44999999999999996,0.15,0.3,0.44999999999999996,0.3,0.15,0.15,0.15
0.15,0.15,0.44999999999999996,0.44999999999999996,0.15,0.15,0.3,0.15,0.3,0.3,0.3,0.15,0.3,0.15,0.15,0.44999999999999996,0.44999999999999996,0.3,0.3,0.3,1.7999999999999998,0.6,0.44999999999999996,0.3,0.15,0.15,0.15,0.3,0.44999999999999996,0.3,0.15,0.15,0.44999999999999996,0.75,0.44999999999999996,0.6,0.44999999999999996,0.3,0.6,0.3,0.3,0.15,0.15,0.6,0.44999999999999996,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0.075,0.15,0.15,2.25,1.5,0.75,1.95,0.8999999999999999,1.05,1.2,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.075,0.075,0.15,0.15,0.15,0.15,0.075,0.075,0.075,0.15
0.44999999999999996,0.3,0.3,0.6,0.75,0.3,0.6,0.3,0.3,0.75,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.3,0.3,0.15,0.3,0.3,1.95,2.4,0.8999999999999999,0.3,0.3,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.3,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.44999999999999996
0.075,0.075,0.075,0.15,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.3,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.44999999999999996,0.075,0.15,0.6,0.15,0.15,0.3,1.05,0.44999999999999996,0.6,2.6999999999999997,2.1,0.3,0.3,0.3,0.3,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0.15,0.44999999999999996,0.44999999999999996,0.8999999999999999,0.8999999999999999,0.44999999999999996,0.75,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.3,0.3,0.44999999999999996,0.3,0.3,0.15,0.15,0.3,0.15,0.15,0.15,0.3,0.3,0.15,0.15,0.3,0.44999999999999996,0.44999999999999996,0.6,0.44999999999999996,0.3,0.3,0.6
0.0,0.0,0.075,0.075,0.075,0.075,0.075,1.05,0.15,0.3,0.44999999999999996,0.15,1.05,0.6,0.15,0.3,0.15,0.15,0.075,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.075,0.075,0.6,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.075,0.15,0.15,0.075,0.075,0.15
0.15,0.15,0.15,0.15,2.4,1.3499999999999999,0.6,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.075,0.3,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.075,0.15,0.15
0.15,0.15,0.15,0.3,0.15,0.15,0.75,0.15,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.3,0.15,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
0.15,0.15,0.15,0.44999999999999996,0.3,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.15,0.3,0.3,0.15,0.15,0.15
0.3,0.44999999999999996,0.44999999999999996,0.8999999999999999,0.6,0.6,0.3,0.3,0.44999999999999996,0.44999999999999996,0.3,0.8999999999999999,0.6,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.3,0.3,0.44999999999999996,0.44999999999999996,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.15,0.3,0.75,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15
0.075,0.15,0.44999999999999996,0.15,1.2,0.8999999999999999,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.3,0.8999999999999999,0.15
0.075,0.075,0.075,0.15,0.8999999999999999,0.3,1.5,1.65,0.3,0.3,0.75,0.8999999999999999,0.15,0.3,0.44999999999999996,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.44999999999999996,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075
0.15,0.15,0.15,0.6,0.6,0.8999999999999999,0.3,0.3,0.3,0.75,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.44999999999999996,0.44999999999999996,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0.15,0.44999999999999996,0.3,0.15,0.3,0.15,0.15,1.95,0.75,0.44999999999999996,0.3,0.8999999999999999,0.44999999999999996,0.15,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.075,0.15,0.15,0.075,0.075,0.15
0.075,0.15,0.15,0.15,0.8999999999999999,1.3499999999999999,0.6,0.8999999999999999,0.3,0.15,0.15,0.15,0.15,0.075,0.15,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.44999999999999996,0.15,0.15,0.075,0.075,0.075,0.15,0.075,0.15,0.075,0.15,0.075,0.44999999999999996,0.15,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.15,0.15,0.15,0.15,0.15,0.44999999999999996,0.3,0.15,0.15
0.15,0.15,0.15,0.075,0.15,0.3,0.15,0.3,0.3,0.15,0.6,0.15,0.15,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
0.075,0.15,0.15,0.3,0.44999999999999996,1.2,2.1,0.44999999999999996,0.44999999999999996,0.44999999999999996,0.3,0.15,0.15,0.15,0.075,0.15,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
0.075,0.075,0.15,0.3,0.15,0.15,0.8999999999999999,0.6,0.44999999999999996,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
0.075,0.075,0.075,0.15,0.3,0.075,0.3,0.44999999999999996,0.44999999999999996,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.44999999999999996,0.15,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.44999999999999996,0.75,0.15,0.075,0.15,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075
0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.15,0.075,0.075,0.15,0.075,0.15,0.075,0.075,0.15,0.44999999999999996,0.15,0.075,0.075,0.15,0.15,0.075,0.075,0.15,0.075,0.075,0.15,0.75,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.075,0.075,0.3,0.3,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.15
0.15,0.15,0.3,0.3,0.75,0.3,0.3,0.44999999999999996,0.6,0.75,0.3,0.3,0.3,0.3,0.3,0.15,0.15,0.3,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.075,0.15,0.3,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0.075,0.075,0.075,0.3,0.15,0.44999999999999996,0.44999999999999996,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075
0.6,0.75,0.6,0.3,1.05,0.3,0.15,0.6,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.44999999999999996,0.15,0.15,0.15,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.075
0.15,0.15,0.15,0.3,0.44999999999999996,0.75,0.44999999999999996,1.95,2.4,0.3,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.075,0.075,0.15,0.15,0.075
0.15,0.15,0.3,0.15,1.2,0.75,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.3,0.6,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.075,0.075,0.075,0.075,0.15,0.075
0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.44999999999999996,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.075,0.075,0.15,0.075,0.15,0.075,0.15,0.15,0.15,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15
0.075,0.075,0.075,0.075,0.15,0.3,0.44999999999999996,0.3,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.44999999999999996,0.15,0.15,0.15,0.075,0.15,0.075,0.15,0.075,0.15,0.075,0.075,0.075,0.15,0.15,0.15,0.075,0.15
0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.15,0.075,0.15,0.15,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.15,0.15,0.15,0.075,0.15,0.075,0.075,0.15,0.15,0.15,0.15,0.075,0.15,0.075,0.15,0.15,0.075,0.075,0.15,0.15,1.65,0.15,0.15,0.3
0.3,0.15,0.15,0.15,0.44999999999999996,0.3,1.05,0.8999999999999999,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.3,0.15,0.3,0.15,0.15,0.44999999999999996,0.15,0.15,0.44999999999999996
0.075,0.15,0.15,0.3,0.3,0.44999999999999996,0.15,0.075,0.075,0.075,0.15,0.15,0.3,0.15,0.075,0.075,0.15,0.15,0.075,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.3,0.075,0.075,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.44999999999999996,0.44999999999999996,0.15,0.15,0.3,0.15,0.15
0.15,0.15,0.6,0.6,0.8999999999999999,0.44999999999999996,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.15,0.075,0.15,0.15,0.15,0.15,0.075,0.075,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15
0.15,0.15,0.3,1.2,0.75,0.44999999999999996,0.75,0.15,0.15,0.15,0.15,0.15,0.6,0.6,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.44999999999999996,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.3,0.3,0.44999999999999996,0.15,0.15
0.15,0.15,0.15,0.15,0.3,0.15,1.5,0.3,0.15,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.3,0.3,0.075,0.15,0.075,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.075,0.15
0.6,0.44999999999999996,1.95,0.3,0.44999999999999996,0.15,0.15,0.15,0.15,0.15,0.3,0.44999999999999996,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.15,0.15,0.15,0.075,0.075,0.075,0.075,0.075
0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.3,0.3,0.44999999999999996,0.6,0.3,0.075,0.15,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.15,0.15,0.15,0.15,0.075,0.075,0.075,0.15,0.15,0.075,0.15,0.3,0.44999999999999996,0.15,0.15,0.15,0.075,0.15,0.075,0.15,0.075,0.075,0.075,0.075,0.075
0.15,0.15,0.15,0.15,0.6,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.44999999999999996,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.075,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.075,0.15,0.075,0.15,0.075,0.075,0.075,0.15,0.075
0.15,0.15,0.075,0.075,0.15,0.3,0.15,0.3,0.15,0.15,0.6,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.15,0.15,0.075,0.075,0.075,0.15,0.15,0.15,0.15,0.15
0.15,0.15,0.075,0.075,0.15,0.3,0.15,0.3,0.15,0.15,0.6,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.15,0.15,0.075,0.075,0.075,0.15,0.15,0.15,0.15,0.15
0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.15,0.075,0.075,0.075,0.15,0.15,0.15,0.075,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.6,0.15,0.075,0.075,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15
0.3,0.15,0.15,0.3,0.15,0.3,0.3,0.44999999999999996,0.44999999999999996,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.3,0.15,0.3,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15
0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.3,0.15,0.44999999999999996,0.3,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.3,0.15,0.3,0.44999999999999996,0.15,0.15,0.3,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0.15,0.15,0.3,0.3,1.2,0.6,0.15,0.15,0.15,0.15,0.15,0.44999999999999996,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0.15,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.15,0.075,0.075,0.15,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.3,0.6,0.75,1.2,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.15,0.15,0.075,0.075,0.15,0.075
0.15,0.15,0.15,0.15,0.44999999999999996,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.44999999999999996,0.3,0.15,0.15,0.3,0.3,0.6,0.44999999999999996,0.15,0.3,0.15,0.75,0.6,0.15,0.15
0.6,0.6,0.3,0.3,0.75,0.44999999999999996,1.3499999999999999,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.15,0.44999999999999996,0.3,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.075,0.15,0.075,0.075
0.075,0.15,0.15,0.15,0.75,0.8999999999999999,0.15,0.15,0.15,0.15,0.15,0.15,0.3,0.15,0.3,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.075,0.15,0.15,0.15,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.15,0.075,0.15,0.15,0.075,0.15,0.075,0.15,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075
0.15,0.075,0.15,0.3,0.44999999999999996,1.5,0.15,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.3,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.15,0.075
0.15,0.15,0.15,0.3,0.15,0.3,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.15,0.44999999999999996,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.3,0.075,0.15,0.3,0.075,0.15,0.075,0.075,0.15,0.075,0.075,0.075,0.15,0.15,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.075,0.15,0.15,0.15,0.075,0.075,0.075,0.15,0.3
0.075,0.075,0.075,0.15,0.15,0.3,1.2,0.6,0.15,0.075,0.075,0.15,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.3,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.3
0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.075,0.15,0.6,0.075,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.15,0.075,0.15,0.075,0.15,0.15,0.15,0.075,0.075,0.075,0.075,0.15,0.075,0.15,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.15,0.3,0.15,0.3,0.44999999999999996,0.15,0.075,0.44999999999999996
0.44999999999999996,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.44999999999999996,0.15,0.15,0.44999999999999996,0.15,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.15,0.15,0.75,0.15,0.075,0.075,0.075,0.15,0.075,0.15,0.15,0.15,0.15,0.15,0.075,0.15,0.15,0.075,0.15,0.075,0.075,0.3,0.075,0.075
0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.15,0.075,0.075,0.15,0.15,0.075,0.075,0.075,0.15,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.15,0.075,0.3,0.3,0.075,0.075,0.15,0.44999999999999996,0.15,0.15,0.15,0.15,0.44999999999999996,0.3,0.15,0.15,0.15,0.075,0.075,0.075,0.15,0.075,0.075
